title,text,subject,date
U.S. tax cuts won't make housing more affordable: analysts,"(Reuters) - The U.S. tax overhaul as currently proposed will make housing less affordable, according to nearly half of the property market experts polled by Reuters, with another third saying it would not do anything to improve it. A decade on from the start of the crash that knocked more than a third off U.S. home values and led to a deep global recession, the housing market has bounced back smartly. U.S. house prices are expected to rise next year and in 2019, faster than predicted just a few months ago and at more than double the rate of underlying consumer inflation and wages. That is in sharp contrast to the outlook for Britain. [GB/HOMES] The S&P/Case Shiller composite index of U.S. home prices in 20 metropolitan areas is expected to gain 5.1 percent next year and 4.2 percent in 2019. The main challenge currently is a chronic shortage of homes, which is pushing prices beyond the reach of new buyers, who tend to be young and not particularly well-paid and, if university-educated, already saddled with huge amounts of debt. Now adding to those concerns is an effort by President Donald Trump’s administration to overhaul the tax code, which analysts say could undermine any potential improvements in affordability in the housing market. The Republican tax proposal allows interest payment deductions on mortgage debt up to $750,000, down from the current $1 million. The House of Representatives is scheduled to vote on the tax bill on Tuesday afternoon, and Senate Majority Leader Mitch McConnell said his chamber would vote on Tuesday evening. Twelve of 26 analysts who answered an extra question said the tax bill in its current form will probably make housing more expensive. Eight respondents said it would do nothing and only six expected it would improve affordability. “Losing the tax deduction of mortgage payments and property taxes - of having deductibility limited - makes housing less attractive and less affordable,” said Robert Brusca, chief economist at FAO Economics. But he added: “The Trump/Congress plan is such a not-well-thought-out-mess it’s hard to tell how it will impact people in a systematic way.” Asked to rate affordability on a scale of 1 being the cheapest and 10 the most expensive, the median answer was 6. While the latest consensus on U.S. housing affordability has not changed in more than a year of polling, the range of forecasts has narrowed. “We think there’s a possibility that if the tax bill is successful in generating economic growth, housing affordability could take a turn for the worse,” noted Ralph McLaughlin, economist at Trulia in San Francisco.  “This is because the housing market has a supply, not a demand problem, so any policies that generate growth without boosting supply could make homes even more expensive than they already are.” Another challenge has been lingering for years. While the unemployment rate has plunged to a 17-year low of 4.1 percent, annual wage growth has not broken above 2.9 percent since the Great Recession that ended about eight years ago. “Home prices have been appreciating circa 5-6 percent well above wage growth at 2-2.5 percent, decreasing affordability for the average buyer, particularly first-time homebuyers strapped with student loan debt and facing still modest labor market opportunities,” said Lindsey Piegza, chief economist at Stifel in Chicago. She also pointed out that eliminating mortgage interest rate deductions will make housing less affordable.  The latest housing market data indicates that turnover is still far from the overheating boom rates from before the financial crisis. Existing home sales rose to a seasonally-adjusted annualized rate of 5.48 million units in October, but well below the peak above 7 million units in 2005.  Property analysts now forecast annualized existing home sales in each quarter next year to average 5.5-5.6 million, less than the 5.70-million-unit pace hit in March, which was the highest since February 2007.  Those latest projections were also weaker than expected in a Reuters poll in August. But data on Monday showed U.S. single-family homebuilding and permits rose in November to a level not seen since August 2007 and confidence among homebuilders soaring to near an 18-1/2-year high in December, in a hopeful sign for a housing market that has been struggling with supply constraints. The U.S. Federal Reserve expects to raise interest rates three times next year. While lifting short-term rates won’t necessarily push up longer-term market rates, the path of least resistance is higher. Still, the latest Reuters consensus for mortgage rates was lower than what was forecast in the previous survey in August. The 30-year mortgage rate is expected to average 4.24 percent next year, rising to 4.65 percent in 2019 and 5.00 percent in 2020. Analysts were evenly split in the poll on whether a faster pace of rate hikes from the Fed would significantly slow activity.  “If there are more than three hikes, it is likely that the Fed would be responding to stronger economic growth pushing inflation up – and that stronger growth would offset the rise in rates,” said David Berson, chief economist at Nationwide Insurance in Columbus, Ohio. ",politicsNews,"December 19, 2017 "
"Banks, healthcare service firms among winners from U.S. tax bill","NEW YORK (Reuters) - Sweeping U.S. tax legislation appears to be on the verge of approval, lifting the prospects in particular for banks, telecoms, transports and other industries that stand to gain the most from lower corporate tax rates. The Republican-led U.S. House of Representatives hit a last-minute snag on Tuesday in their drive to approve the legislation favored by President Donald Trump. The plan on Capitol Hill was for the Senate to delete three offending provisions in the House version and vote on the bill, then send it back to the House for a vote on Wednesday. The bill slashes the corporate income tax rate to 21 percent from 35 percent. That would boost overall earnings for S&P 500 companies by 9.1 percent, according to UBS equity strategists. For an interactive graphic on how the bill ripples through industries: tmsnrt.rs/2kf26gx Momentum behind the tax bill over the past month has helped propel the stock market, which had already rallied sharply this year, to fresh record highs. The S&P 500 has climbed about 5 percent since mid-November when the House of Representatives passed its tax overhaul bill. But the bill, which also includes a one-time tax on profits held overseas and industry-specific measures, would benefit some stocks, industries and sectors more than others.  The industries that stand to benefit most from the lower rates are telecoms, transportation, retail and banks, analysts said. But for some groups, such as tech and healthcare, the impact is more mixed.  Domestically geared healthcare companies that focus on services are poised to benefit from the lower tax rate. Hospital operator Universal Health Services Inc, lab-testing company Quest Diagnostics Inc and drug wholesaler Cardinal Health Inc are among the service companies set to benefit the most, according to Mizuho Securities. “We believe tax reform should be a significant positive cash flow event, especially for healthcare services companies that tend to have limited international exposure and significant capital expenditures,” Mizuho analysts said in a research note. While many large drugmakers already report adjusted tax rates in the low 20 percent range, a number of companies would benefit from the ability to bring back overseas cash, JPMorgan analyst Chris Schott said in a recent note. According to Schott, Pfizer Inc, with $160 billion in offshore earnings, and Merck & Co Inc, with $70 billion, are particularly poised to gain from repatriating overseas funds. Banks are expected to be among the biggest winners from a lower tax rate. The S&P 500 banks index has soared 9 percent since mid-November as the tax bill began moving swiftly through Congress.     Of the major S&P sectors, financials pay the highest effective tax rate at 27.5 percent, according to a Wells Fargo analysis of historical tax rates. Large U.S. banks will see an average 13 percent increase to earnings per share from the lower rate, according to Goldman Sachs analysts, with Wells Fargo & Co and PNC Financial Services Group having the biggest gains. Citizens Financial Group, Regions Financial Corp and M&T Bank Corp would see sizable earnings benefits and are also poised to be relative winners among large bank stocks, UBS analyst Saul Martinez said in a recent note. Banks could benefit indirectly if the tax bill provides an economic boost that spurs increased lending and higher interest rates. The technology sector, which had led the market’s rally for most of 2017, has underperformed the S&P 500 as the tax bill moved forward in Congress. Tech is expected to benefit less than most other sectors from a drop in the corporate rate, with an earnings boost of 5.3 percent, according to UBS. Semiconductors, whose shares have had a particularly rough ride in the past month, are expected to see earnings drop by 3.3 percent due to the overall bill, according to UBS. “Many chip companies have extensive international operations and relatively low blended tax rates,” Wells Fargo analysts said in a recent note. “We see the possibility of changes in the U.S. tax rules as a potential risk for such companies.” One area where large tech companies could benefit is by spending cash held overseas for uses such as stock buybacks that boost earnings per share. UBS points to Cisco Systems Inc and Qualcomm Inc as companies that could see among the biggest buyback boosts. “The tech sector would certainly be among the largest beneficiaries if cash stashed overseas can be repatriated at a low rate and presumably used for stock buybacks or dividends,” according to a recent note from Ed Yardeni, president of Yardeni Research. ",politicsNews,"December 19, 2017 "
Trump's Supreme Court appointee Gorsuch plots rightward course,"WASHINGTON (Reuters) - Eight months into his lifetime U.S. Supreme Court appointment, Neil Gorsuch has given every indication through his votes in key cases and remarks from the bench he will be a stalwart of the conservative legal agenda, as President Donald Trump promised. Still early in his career as a justice that could span decades, Gorsuch has already established himself as among the most conservative members of the top U.S. court, and has not been shy about expressing his views, sometimes in idiosyncratic ways. He also has made public appearances before conservative audiences, including a speech at the Republican president’s Trump International Hotel in downtown Washington, that have drawn rebukes by liberal critics who questioned his independence from the president who nominated him. Gorsuch’s record so far suggests “he is going to be a reliably conservative vote,” said Carolyn Shapiro, a law professor at Chicago-Kent College of Law. Trump, who as a candidate promised to pick a justice in the mold of the late conservative icon Antonin Scalia, has set out to move the federal judiciary to the right. Gorsuch’s appointment has been his biggest step yet toward that goal, restoring the high court’s 5-4 conservative majority. Gorsuch’s April confirmation by the Republican-led Senate, despite strong Democratic opposition, provided one of Trump’s  biggest political victories since taking office in January.  Writing about Gorsuch on Twitter on Tuesday, Trump said he was “very proud of him and the job he is doing,” and rejected a Washington Post report that he had considered rescinding Gorsuch’s nomination this spring after the jurist said attacks on the judiciary like those that had been made by Trump were “disheartening” and “demoralizing.”  The newspaper reported that Trump had vented angrily to advisers that Gorsuch may not be sufficiently loyal. Trump responded that he had “never even wavered.” As the court rolls into 2018 with some big rulings ahead - on free speech, gay rights, voting rights and employee rights - legal experts said Trump will be able to rely on Gorsuch. The new justice has delivered key votes backing Trump’s travel ban on people from several Muslim-majority countries and on the death penalty, and embraced certain kinds of public funding for churches. During arguments this month in one of the court’s biggest cases of its current term, Gorsuch signaled sympathy for a conservative Christian baker who contends he was within his constitutional rights to refuse to create a wedding cake for a gay couple. Gorsuch declined an interview request for this article. Inside the Supreme Court chambers and outside it, Gorsuch, a 50-year-old Coloradoan, speaks his mind. “He is not intimidated about being the newest justice,” said John Malcolm, a lawyer at the conservative Heritage Foundation think tank. Gorsuch has regularly sided with his fellow conservative justices. In the legal fight over the three versions of Trump’s travel ban, Gorsuch sided with the president on four different occasions. In June, he was one of three justices who would have let Trump’s second travel ban go into full effect. The court voted 6-3 to allow a limited version of the ban. On the death penalty, Gorsuch was among four conservative dissenters when the court in September granted a stay of execution for a Georgia inmate. In April, in his first recorded vote on the court, he was part of a 5-4 conservative majority that declined a stay of execution request from an Arkansas inmate. The court in 2018 is set to rule on two cases - one from Wisconsin and another from Maryland - involving the practice of drawing legislative districts in states in a way intended to entrench one party in power, known as partisan gerrymandering. The rulings could influence U.S. elections for decades. Based on the Oct. 3 oral argument in the Wisconsin case, in which Democratic voters challenged a Republican-drawn electoral map, it is unclear how the court will rule. Gorsuch used a culinary analogy to express his doubts during the argument about the Democratic challengers’ legal theory. “It reminds me a little bit of my steak rub,” Gorsuch said. “I like some turmeric, I like a few other little ingredients, but I’m not going to tell you how much of each. And so what’s this court supposed to do, a pinch of this, a pinch of that?” During a November speech hosted by the Federalist Society, a conservative legal group, Gorsuch confidently touted his judicial ideology, stressing the importance of interpreting the U.S. Constitution based on its original meaning and narrowly reading the text of laws passed by Congress. “Tonight,” he said to sustained applause, “I can report, a person can be both a committed originalist and textualist and be confirmed to the Supreme Court of the United States.” ",politicsNews,"December 20, 2017 "
Republicans seek to question FBI officials in Clinton probe: letter,"WASHINGTON (Reuters) - Two Republican lawmakers told the U.S. Department of Justice on Tuesday that they want to question three senior FBI officials about an investigation of then-Democratic presidential candidate Hillary Clinton over her handling of classified information while she was secretary of state. The lawmakers, who are leading a joint probe into the Clinton investigation, said in a letter to Attorney General Jeff Sessions and his deputy, Rod Rosenstein, that they wanted to speak with FBI Deputy Director Andrew McCabe, FBI Chief of Staff Jim Rybicki and FBI counsel Lisa Page beginning on Thursday. The FBI declined to comment on the letter and referred reporters to the Justice Department. The request to meet the FBI officials for “transcribed interviews” was made after Republicans obtained more than 300 text messages sent last year between Page and FBI agent Peter Strzok critical of then-Republican presidential candidate Donald Trump. The text messages called him an “idiot” and “a loathsome human,” among other things, according to copies reviewed by Reuters. Strzok later worked for Special Counsel Robert Mueller as part of the investigation into Russian efforts to interfere in the U.S. election and ties between Russian officials and the Trump campaign. Moscow denies U.S. allegations of election meddling and Trump denies any campaign collusion.  Strzok, who helped lead the investigation of Clinton’s handling of classified material, was removed from Mueller’s team after the special counsel became aware of the texts critical of Trump. Republican lawmakers have attacked Mueller, expressing concern about potential bias among his investigators. But Deputy Attorney General Rod Rosenstein has testified to lawmakers that  he was “not aware” of any impropriety by Mueller’s team. Representative Bob Goodlatte, chairman of the House Judiciary Committee, and Representative Trey Gowdy, chairman of the House Oversight Committee, are conducting a joint review of the FBI’s handling of the Clinton investigation. In their letter to Sessions and Rosenstein, they said they were looking into several decisions by the FBI during the Clinton investigation, including then-FBI Director James Comey’s decision not refer Clinton’s case for prosecution. ",politicsNews,"December 20, 2017 "
Trump aides hope win on taxes will stem slide in poll numbers,"WASHINGTON (Reuters) - Near the end of President Donald Trump’s rocky first year in office, White House aides view imminent victory on a tax overhaul as a starting point to strengthen his weak approval ratings ahead of key congressional elections next November. Some Republicans said any effort at a political turnaround must include reining in Trump’s habit of lashing out at critics on Twitter. White House aides said they recognized that Trump’s poll numbers needed to start rising to limit the damage in 2018 elections in which his fellow Republicans’ continued control of Congress will be at stake. A Democratic takeover of the House of Representatives and Senate could jeopardize Trump’s agenda. “We have to grow, we have to move up, and I think having more successes like the tax vote will be important to us,” said a senior White House official. Administration officials said Trump would seek to use momentum generated from the biggest tax rewrite in 30 years to help propel other legislative priorities, including an infrastructure program and welfare reform. Final passage of the Republican tax bill is expected on Wednesday in what would be Trump’s first major legislative victory since taking office in January. But the tax bill carries risks. Republicans insist it will boost the economy and job growth. Democrats condemn it as a giveaway to corporations and the rich. In a Reuters/Ipsos poll, some 52 percent of adults said they opposed the tax plan, while 27 percent supported it. Unless Trump practices greater discipline, some Republican strategists see disaster looming in the congressional elections, in which a third of the 100-member Senate and all 435 seats in the House will be up for grabs. “Stop tweeting and start the new year with a new level of message discipline. Just try it. It’ll work. And you’ll get those poll numbers back up,” said Republican strategist Scott Reed. “They’ve got to focus on that job approval number because it’s a historic death watch for midterm elections. The record is strong. His discipline is key for year two,” Reed said. Trump has repeatedly caused controversy with early morning tweets, particularly those aimed at individuals. He raised hackles recently when he tweeted that Democratic Senator Kirsten Gillibrand “would do anything” for campaign donations. “There are definitely moments that we’d all like to see stop,” one senior aide said. “Some of the early morning stuff has not been helpful over the last few weeks.” There has been some talk in the White House and among Trump’s outside advisers about hiring a senior political adviser akin to former President Barack Obama’s political aide David Axelrod or former President George W. Bush’s adviser Karl Rove. The White House political director, Bill Stepien, is seen as a more data-driven adviser. Trump, who sees himself as his own strategist, does not have anyone steeped in politics like his former White House chief of staff, Reince Priebus, or former chief strategist Steve Bannon. Aides said there was some discussion of getting Trump into events with smaller settings in order to show a more personal side of the president. His standard appearance is to go to an event, deliver a speech to a big crowd and leave.    Trump is up against a historical trend in which the party that holds the White House typically loses seats in the first congressional elections after a president’s initial two years in office.  Democratic President Bill Clinton had a 46 percent approval rating in November 1994 and his party still lost 54 seats in the House and eight in the Senate. Trump was at 41 percent in a mid-December poll from NBC News and the Wall Street Journal. Republican strategist Ford O’Connell said Trump had done much to keep his conservative base of support happy but had to expand his popularity. To do that, he needs to ease voters’ concerns about his fitness for office. “What he has to do to win over people like independents and never-Trumpers is make the American people feel comfortable with him as president,” said O’Connell. “His achievements are quite striking, but he’s just not connecting (with the public).” ",politicsNews,"December 20, 2017 "
Congress faces tricky path to avoid government shutdown,"WASHINGTON (Reuters) - The U.S. Congress is struggling through another contentious week as infighting over defense spending, healthcare and other matters complicates the drive to pass a temporary spending bill by midnight on Friday to avert a partial government shutdown. In a week when President Donald Trump and his fellow Republicans in Congress are hoping to celebrate the passage of tax overhaul legislation, many in the party showed little appetite for a government shutdown at week’s end. But they sounded resigned to having to navigate through some drama over a package that includes so many disparate components, which could make for a messy process. “I’m going to vote for whatever I need to, to keep the government open,” Republican Representative Chris Collins told reporters. The last time government agencies had to shut down because Washington could not pay its bills was in October 2013. Leading Republicans in the Senate and House of Representatives expressed optimism that a funding bill, coupled with a large new disaster aid package, would pass by Friday’s deadline. But some were predicting that lawmakers would bump right up against the cutoff. The House could vote as soon as Wednesday on legislation that extends most funding for domestic programs through Jan. 19. Democrats are likely to mainly oppose the bill, arguing that their priorities are being ignored. Conservative Republicans are insisting on higher military funding through the rest of the fiscal year ending on Sept. 30 as part of the House bill. Democrats in the Senate are expected to block that formula if, as expected, it does not also have more money for non-defense programs. The House measure would also include $81 billion in disaster funding to help Puerto Rico, the U.S. Virgin Islands and several U.S. states recover from hurricanes, wildfires and other natural disasters. That price tag has made some Republicans uneasy. Some Republicans are also worried about a Senate strategy to add a bipartisan healthcare proposal to the government funding bill, in keeping with a promise Senate Majority Leader Mitch McConnell made in order to coax Republican Senator Susan Collins to vote for the tax legislation. Conservative House Republicans do not like the bipartisan healthcare proposal because it would fund subsidies for low-income participants in the Obamacare health insurance program, and does not include language that restricts federal funds for abortion. McConnell’s promise to Collins “means squat over here,” said Representative Mark Walker, chairman of the Republican Study Committee, the largest group of conservatives in the House. Some conservatives may vote against the funding bill in protest, he told reporters outside the House. The House bill also would extend the Children’s Health Insurance Program for five years. If Democrats continue to withhold their support for the stopgap spending bill and some Republicans peel off, Congress could find itself struggling to pass a bill as the clock ticks toward midnight on Friday. ",politicsNews,"December 19, 2017 "
Factbox - Big-ticket items at center of Congress funding battle,"(Reuters) - The U.S. Congress is weighing military spending, healthcare and other major decisions tied to a temporary funding bill to keep the government operating beyond Friday, as lawmakers rush to begin a year-end recess. Republicans control the House of Representatives and Senate, but disagreements between the two chambers, along with differences between Republicans and Democrats, make for potentially difficult days ahead. The following are the big initiatives under consideration: Money expires at midnight on Friday for the operation of most federal agencies. That is because Congress has failed to approve the regular appropriations bills for the fiscal year that began on Oct. 1 and Washington has been operating on a series of temporary funding bills. The House is proposing another temporary extension - one that would run through Jan. 19, 2018. It is unclear whether the Senate would stick with that date or seek a slightly later one to give Congress more time to write legislation funding agencies through Sept. 30. President Donald Trump is pushing for a significant increase in defense spending. Conservatives in Congress want to include that money in the stopgap funding bill this week. But Senate Democrats are expected to block it until negotiators can reach a deal on coupling more non-defense spending with a bigger military budget. Congress is likely to include $81 billion to help Puerto Rico, the U.S. Virgin Islands and several states recover from severe hurricanes, wildfires and other natural disasters. The Children’s Health Insurance Program, which helps provide medical care to nearly 9 million children in low-income families, is slated for a five-year renewal by the House. But the Senate might balk at the way it is structured. It was unclear whether it would opt for temporary funding. The Senate might attach a bipartisan measure that maintains healthcare subsidies for low-income people participating in the Affordable Care Act, also known as Obamacare. Many House Republican lawmakers dislike that idea. The National Security Agency’s warrantless internet surveillance program under the Foreign Intelligence Surveillance Act could be renewed, but there are competing versions of such legislation in the House and Senate.  Legislation to protect “Dreamers” from deportation is not expected to be included, despite Democrats’ push to resolve the issue by year’s end. Negotiators are trying to reach a deal on helping the immigrants, many from Mexico and Central America, who were brought to the United States illegally as children. The issue is expected to come back to life in early 2018. ",politicsNews,"December 20, 2017 "
Senate parliamentarian rules against tax bill provisions: Sanders,"WASHINGTON (Reuters) - The U.S. Senate parliamentarian has ruled against three provision of the Republican tax bill, forcing the House of Representatives to hold a second vote on the legislation, Senator Bernie Sanders said on Tuesday. Sanders, an independent on the Senate Budget Committee, said the ruling could mean that provisions related to educational savings accounts for home schooling and private university endowments could be struck from the measure unless 60 members of the Senate vote to uphold them.   ",politicsNews,"December 19, 2017 "
"Senate panel snubs Trump's pick to run EXIM, OKs other nominees","WASHINGTON (Reuters) - The U.S. Senate Banking Committee rejected U.S. President Donald Trump’s nominee to head the U.S. Export-Import Bank on Tuesday  but approved four other board nominees, enough to restore the trade bank’s full lending powers upon their confirmation by the full Senate. The committee voted 13-10 against Scott Garrett as EXIM president in a rebuke to conservatives who saw the former New Jersey Republican congressman as an ally who would keep tight controls on the government export lender.  Garrett helped lead a 2015 effort to shut down EXIM to end a source of “corporate welfare” for giant manufacturers such as Boeing Co and General Electric. After his nomination he pledged to keep the bank “fully open” but struggled to persuade senators that he now believed in the bank’s core mission of providing taxpayer-backed loans and guarantees for U.S. export transactions. “I believe he’s a principled man who simply believes in the abolishment of the bank,” said Senator Mike Rounds of South Dakota, who voted against Garrett along with South Carolina Republican Tim Scott and all Democrats on the panel. The White House’s director of legislative affairs, Marc Short, commented, “We are disappointed that the Senate Banking Committee missed this opportunity to get the Export Import Bank fully functioning again. We will continue to work with the committee on a path forward.”  The committee, however, approved Trump’s nominations for EXIM’s first vice president, Kimberly Reed, and three other board members: former Louisiana congressman Spencer Bachus, Claudia Slacik and Judith DelZoppo Pryor. It also approved Mark Greenblatt as the agency’s inspector general. Confirmation of at least three board members will allow EXIM to resume approval of loans and guarantees above $10 million, returning the United States to export financing for major projects such as commercial aircraft, power turbines and  petrochemical plants for the first time since June 2015.  GE in a statement urged quick confirmation of the remaining EXIM nominees and hailed the committee vote as “a milestone for manufacturers across the U.S. whose customers require a fully-functioning EXIM Bank.” EXIM has a $42 billion backlog of deals in its pipeline awaiting approval, representing about 250,000 U.S. jobs based on Bureau of Labor Statistics multiplier data, said Scott Schloegel, an Obama administration appointee who still serves as the bank’s top officer.     Schloegel said with EXIM’s extended absence from large-scale export finance, many U.S. exporters have been unable to compete with China for some major projects in the power and technology sectors. ",politicsNews,"December 19, 2017 "
House will likely need to vote again on tax bill: Republican leader,"WASHINGTON (Reuters) - The No. 2 Republican in the U.S. House of Representatives said on Tuesday the House would likely need to vote again on tax legislation on Wednesday morning given that Democrats in the Senate were likely to prevail on a procedural objection. House Majority Leader Kevin McCarthy advised House lawmakers that Senate Democrats were likely to object that the legislation fails to comply with the so-called Byrd rule and were likely to be upheld, necessitating a second House vote. “As such, members are further advised that an additional procedural vote on the Motion to Concur is expected tomorrow morning, which will clear the bill for President Trump’s signature,” McCarthy said in a notice to House lawmakers. ",politicsNews,"December 19, 2017 "
"Instant View: House approves biggest tax overhaul in 30 years, Senate next","(Reuters) - The Republican-controlled U.S. House of Representatives approved sweeping, debt-financed tax legislation on Tuesday, sending the bill to the Senate, where lawmakers were due to take up the package later in the evening. Story:		 The biggest overhaul of the U.S. tax system in more than 30 years could be signed into law by President Donald Trump as soon as Wednesday, if both chambers of Congress approve it. The bill passed the House by a vote of 227-203, overcoming united opposition from Democrats and 12 Republicans who voted against it. “The bond market today is reassessing the whole thing now that it looks like it’s going to pass. We’ve had a pretty significant rise in yields - we’re back up close to the highs for the quarter. “Stocks on the other hand have been in front of this for a long time, I think initially because lower taxes means more earnings are retained and then companies can distribute those to shareholders or not. But either way, it’s likely to be beneficial to stock prices.” JACK ABLIN, CHIEF INVESTMENT OFFICER, BMO PRIVATE BANK, CHICAGO “The tax rate we’ve certainly priced in (in stocks), though I certainly expected smallcaps to do a little bit better coming into this vote. What I think is not priced in yet is the economic impact of the incentives. It still remains to be seen what businesses will actually do. Will they buy equipment, invest in technology, hire more workers?” “The assumption right now is financial engineering, buybacks, dividend increases, is where the incentives will go. Redeploying cash, recapitalizing balance sheets, maybe debt repayment.” “I do think there’s a fair amount of skepticism these benefits will ultimately result in expansions. I’m getting a sense investors are pricing in the one-time tax pop, we’ll see if there’s any follow through next year.” On the rise in Treasury yields: “It’s been a monetary policy-led expansion, now we get a fiscal boost and some may be concerned (that) the boost on the fiscal side (may) be offset by monetary tightening.  “The big question (for the dollar) is how other central banks will respond to this (U.S.) fiscal stimulus package. That’s probably what’s weighing on investors’ minds right now - celebrating the tax package but recognizing that what central banks have given us in the last years they could begin to take away.” JIM PAULSEN, CHIEF INVESTMENT STRATEGIST, THE LEUTHOLD GROUP, MINNEAPOLIS “As we look back on this a little bit, I really think it might be buy the rumor sell the news. Wall Street has had long enough to vet this thing. And it has been known for a long time that something was going to pass here, at least for the last 30, 45 days. Whether it was going to be 21 percent rate or 20 percent rate is not that significant. It’s more the general parts of it were pretty much known and vetted and I think implemented into the market... If you look at the relative performance in the market today, it’s fairly clearly more of a shot towards better economic growth or even inflation... I think the biggest move today of anything is bond yields. That’s the big story.” AARON KOHLI, INTEREST RATE STRATEGIST, BMO CAPITAL MARKETS, NEW YORK “They seem to have locked up all the necessary votes... I think the markets are still trying to figure out how much should we expect, will people react right away, what will be the second order effects?  “There are a lot of questions that still haven’t answered. The first one is, assuming it goes into effect Jan. 1, when is the first time people start seeing any changes in their pay checks? And the answer is it could be a couple of months. Even then for most of middle America you aren’t going to see the savings until tax time, which means you may not see it until April 2019. I’m not sure that’s early enough to help midterms and I think that’s really where the markets’ are going to start to focus next. How do we handicap what it does for Republicans in the midterms? Does it help them? Does it do nothing for them? Or it may even hurt them.” BRIAN PEERY, PORTFOLIO MANAGER, HENNESSY FUNDS IN NOVATO, CALIFORNIA “The market is taking kind of a breather, digesting the news. The market is off a little bit, maybe because the bill is not as popular as the GOP hoped it would be in the public opinion. The overall market looks still really strong and healthy.” “Looking at companies in our portfolio, (the tax bill) will be great for domestic small- and mid-cap companies paying a 30, 35 percent effective tax rate. A lot of them do not have the ability to move profits offshore... I’ll wait and see how much, but I can see another 5 percent rise (in the market) in the next few months as the tax bill kicks in.” ALICIA LEVINE, DIRECTOR OF PORTFOLIO STRATEGY AT BNY MELLON INVESTMENT MANAGEMENT, NEW YORK:  “The effects of the tax cuts will be immediately accretive to corporate earnings which will support equity markets. Also, the tax package will be positive for growth in the real economy. “The tax cuts add $10 to baseline S&P earnings for 2018 putting 2018 expected earnings at $156 or a 19 percent growth rate over 2017 earnings... This is supportive of equity markets; sectors to focus on would be small caps, value and financials.”   PAUL NOLTE, PORTFOLIO MANAGER AT KINGSVIEW ASSET MANAGEMENT IN CHICAGO: “It’s pretty much along party lines. The takeaway is more buy the rumor, sell the news. The market has been rallying over the last week or so in anticipation of this vote. We’re (now) going to be looking toward the government funding bill.” “It’s going to take time to see how the general population reacts to it (tax). The expectation is companies are going to bring back a lot of dollars back to the United States and put it into plant and equipment. It very well may go into stock buybacks and dividend increases. There’s no certainty we’re going to get the promised economic gain everybody’s been talking about.” CHUCK CARLSON, CHIEF EXECUTIVE OFFICER, HORIZON INVESTMENT SERVICES, HAMMOND, INDIANA “I think the market had been pretty well expecting this. I don’t think there’s any ... surprise here to the market. The momentum had been pretty strong in the last two weeks in terms of getting this done, and I think the market has pretty well anticipated getting it done.” “You may see some reactions going forward in certain sectors and subcategories. Maybe you see smallcaps pick up a little bit more. Maybe you see the transports, which have lagged large caps, start to do a little bit better. But in the main, the market had already been factoring this in.” “It has a lot of potential ramifications. It’s going to certainly play a role in the midterm elections next year, and people are going to have some time to try to evaluate whether their plight in life is better because of it before they go to the voting booth next year. So from a political standpoint it has impact.” OMAIR SHARIF, SENIOR U.S. ECONOMIST, SOCIETE GENERALE, NEW YORK “This seems like it’s a done deal especially if Corker and Collins end up on board on the Senate side. They will get across the finish line by Christmas after moving the goal post a number of times.  “I think for more than a few days now, this was likely going to pass. This has been baked in the cake with the markets. They have been expecting this for a long time. It’s a few days before Christmas, so trading is quite thin. I wouldn’t read too much into any market reaction. The real telling thing for this is the second half of next year, whether this actually lifts growth above 3 percent on any sustained basis on capital spending and consumer spending. It’s more a political achievement than an economic achievement.” Stocks trimmed losses slightly, but then dipped back. The S&P 500 Index was last down 0.3 percent. Treasury yields hovered near session highs and the dollar held its gains against the yen.",politicsNews,"December 19, 2017 "
Senate begins debate on final Republican tax bill,"WASHINGTON (Reuters) - The Republican-led U.S. Senate voted on Tuesday to begin debate on sweeping tax legislation, setting the stage for lawmakers to hold their final vote on the tax cut package later in the evening. The Senate voted 51-48 to debate the legislation about an hour after the House of Representatives approved what is widely expected to become the first overhaul of the U.S. tax code in more than 30 years. The debate period is due to last 10 hours officially but could be shortened to as little as five hours by parliamentary procedure. ",politicsNews,"December 19, 2017 "
