country,year,gender,age,suicides_no,population,suicides_100k_pop,HDI,gdp,gdp_per_capita,generation,iso,iso_alpha,region,sub_region
Mauritius,2004,female,75+ years,0,19076,0.0,0.7766011477761837,6385695187,5789,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2004,male,5-14 years,0,102106,0.0,0.7766011477761837,6385695187,5789,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,35-54 years,39,177945,21.92,0.722,6283803256,5641,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,25-34 years,18,98556,18.26,0.722,6283803256,5641,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,55-74 years,11,63489,17.33,0.722,6283803256,5641,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,15-24 years,9,96661,9.31,0.722,6283803256,5641,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,75+ years,1,11584,8.63,0.722,6283803256,5641,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,55-74 years,5,74380,6.72,0.722,6283803256,5641,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,15-24 years,5,94435,5.29,0.722,6283803256,5641,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,75+ years,1,19557,5.11,0.722,6283803256,5641,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,25-34 years,5,99884,5.01,0.722,6283803256,5641,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,35-54 years,7,177511,3.94,0.722,6283803256,5641,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,male,5-14 years,1,101372,0.99,0.722,6283803256,5641,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2005,female,5-14 years,0,98568,0.0,0.722,6283803256,5641,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,75+ years,6,11398,52.64,0.7766011477761837,7028803366,6246,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,35-54 years,37,178169,20.77,0.7766011477761837,7028803366,6246,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,25-34 years,19,100827,18.84,0.7766011477761837,7028803366,6246,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,15-24 years,17,96530,17.61,0.7766011477761837,7028803366,6246,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,75+ years,3,19672,15.25,0.7766011477761837,7028803366,6246,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,55-74 years,10,67670,14.78,0.7766011477761837,7028803366,6246,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,15-24 years,9,94140,9.56,0.7766011477761837,7028803366,6246,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,25-34 years,5,101903,4.91,0.7766011477761837,7028803366,6246,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,35-54 years,8,178302,4.49,0.7766011477761837,7028803366,6246,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,55-74 years,3,78655,3.81,0.7766011477761837,7028803366,6246,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,female,5-14 years,1,97629,1.02,0.7766011477761837,7028803366,6246,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2006,male,5-14 years,0,100406,0.0,0.7766011477761837,7028803366,6246,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,75+ years,4,11486,34.83,0.7766011477761837,8150138757,7179,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,25-34 years,30,102202,29.35,0.7766011477761837,8150138757,7179,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,35-54 years,38,178997,21.23,0.7766011477761837,8150138757,7179,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,15-24 years,16,97048,16.49,0.7766011477761837,8150138757,7179,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,55-74 years,9,71372,12.61,0.7766011477761837,8150138757,7179,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,15-24 years,11,94225,11.67,0.7766011477761837,8150138757,7179,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,25-34 years,7,103004,6.8,0.7766011477761837,8150138757,7179,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,35-54 years,9,179726,5.01,0.7766011477761837,8150138757,7179,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,55-74 years,2,82534,2.42,0.7766011477761837,8150138757,7179,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,5-14 years,1,96189,1.04,0.7766011477761837,8150138757,7179,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,female,75+ years,0,19848,0.0,0.7766011477761837,8150138757,7179,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2007,male,5-14 years,0,98602,0.0,0.7766011477761837,8150138757,7179,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,55-74 years,17,75302,22.58,0.7766011477761837,9990370016,8716,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,25-34 years,21,103266,20.34,0.7766011477761837,9990370016,8716,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,35-54 years,23,178971,12.85,0.7766011477761837,9990370016,8716,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,15-24 years,11,98207,11.2,0.7766011477761837,9990370016,8716,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,55-74 years,3,86641,3.46,0.7766011477761837,9990370016,8716,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,25-34 years,3,104061,2.88,0.7766011477761837,9990370016,8716,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,15-24 years,2,95566,2.09,0.7766011477761837,9990370016,8716,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,35-54 years,3,180104,1.67,0.7766011477761837,9990370016,8716,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,5-14 years,1,94783,1.06,0.7766011477761837,9990370016,8716,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,female,75+ years,0,20317,0.0,0.7766011477761837,9990370016,8716,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,5-14 years,0,97260,0.0,0.7766011477761837,9990370016,8716,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2008,male,75+ years,0,11780,0.0,0.7766011477761837,9990370016,8716,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,35-54 years,46,179965,25.56,0.7766011477761837,9128843109,7873,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,25-34 years,20,99119,20.18,0.7766011477761837,9128843109,7873,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,15-24 years,16,99793,16.03,0.7766011477761837,9128843109,7873,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,55-74 years,8,82341,9.72,0.7766011477761837,9128843109,7873,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,75+ years,1,13141,7.61,0.7766011477761837,9128843109,7873,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,15-24 years,7,97984,7.14,0.7766011477761837,9128843109,7873,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,25-34 years,5,98003,5.1,0.7766011477761837,9128843109,7873,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,75+ years,1,21454,4.66,0.7766011477761837,9128843109,7873,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,55-74 years,4,93824,4.26,0.7766011477761837,9128843109,7873,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,5-14 years,3,96125,3.12,0.7766011477761837,9128843109,7873,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,female,35-54 years,3,178594,1.68,0.7766011477761837,9128843109,7873,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2009,male,5-14 years,1,99208,1.01,0.7766011477761837,9128843109,7873,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,75+ years,4,12508,31.98,0.756,10003670690,8587,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,25-34 years,18,102081,17.63,0.756,10003670690,8587,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,35-54 years,28,181881,15.39,0.756,10003670690,8587,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,15-24 years,15,100282,14.96,0.756,10003670690,8587,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,55-74 years,11,81700,13.46,0.756,10003670690,8587,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,25-34 years,9,102078,8.82,0.756,10003670690,8587,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,35-54 years,8,184083,4.35,0.756,10003670690,8587,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,55-74 years,3,93848,3.2,0.756,10003670690,8587,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,15-24 years,2,98088,2.04,0.756,10003670690,8587,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,5-14 years,0,92051,0.0,0.756,10003670690,8587,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,female,75+ years,0,21469,0.0,0.756,10003670690,8587,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2010,male,5-14 years,0,94862,0.0,0.756,10003670690,8587,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,25-34 years,28,101278,27.65,0.762,11518393367,9817,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,75+ years,3,12837,23.37,0.762,11518393367,9817,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,35-54 years,40,182167,21.96,0.762,11518393367,9817,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,15-24 years,13,101183,12.85,0.762,11518393367,9817,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,55-74 years,11,85760,12.83,0.762,11518393367,9817,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,15-24 years,10,99022,10.1,0.762,11518393367,9817,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,25-34 years,5,100904,4.96,0.762,11518393367,9817,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,55-74 years,3,98036,3.06,0.762,11518393367,9817,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,35-54 years,4,185299,2.16,0.762,11518393367,9817,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,5-14 years,1,90807,1.1,0.762,11518393367,9817,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,female,75+ years,0,22119,0.0,0.762,11518393367,9817,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2011,male,5-14 years,0,93940,0.0,0.762,11518393367,9817,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,25-34 years,26,99664,26.09,0.772,11668685524,9884,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,35-54 years,37,183077,20.21,0.772,11668685524,9884,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,55-74 years,14,90063,15.54,0.772,11668685524,9884,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,75+ years,2,13212,15.14,0.772,11668685524,9884,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,15-24 years,10,99697,10.03,0.772,11668685524,9884,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,15-24 years,9,101864,8.84,0.772,11668685524,9884,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,25-34 years,6,99373,6.04,0.772,11668685524,9884,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,75+ years,1,22801,4.39,0.772,11668685524,9884,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,35-54 years,5,186881,2.68,0.772,11668685524,9884,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,5-14 years,2,89061,2.25,0.772,11668685524,9884,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,female,55-74 years,2,102269,1.96,0.772,11668685524,9884,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2012,male,5-14 years,1,92585,1.08,0.772,11668685524,9884,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,25-34 years,19,91452,20.78,0.775,12129642296,10572,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,35-54 years,33,178200,18.52,0.775,12129642296,10572,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,15-24 years,17,96237,17.66,0.775,12129642296,10572,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,75+ years,2,14627,13.67,0.775,12129642296,10572,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,55-74 years,12,95695,12.54,0.775,12129642296,10572,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,15-24 years,8,94321,8.48,0.775,12129642296,10572,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,5-14 years,2,87604,2.28,0.775,12129642296,10572,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,35-54 years,3,176180,1.7,0.775,12129642296,10572,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,25-34 years,1,89909,1.11,0.775,12129642296,10572,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,55-74 years,1,107634,0.93,0.775,12129642296,10572,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,female,75+ years,0,24625,0.0,0.775,12129642296,10572,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2013,male,5-14 years,0,90906,0.0,0.775,12129642296,10572,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,25-34 years,24,90004,26.67,0.777,12803445934,11120,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,15-24 years,24,96346,24.91,0.777,12803445934,11120,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,35-54 years,41,179164,22.88,0.777,12803445934,11120,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,75+ years,2,25080,7.97,0.777,12803445934,11120,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,25-34 years,7,88430,7.92,0.777,12803445934,11120,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,75+ years,1,14983,6.67,0.777,12803445934,11120,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,55-74 years,6,99760,6.01,0.777,12803445934,11120,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,35-54 years,7,176494,3.97,0.777,12803445934,11120,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,5-14 years,3,85980,3.49,0.777,12803445934,11120,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,15-24 years,3,94217,3.18,0.777,12803445934,11120,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,female,55-74 years,2,112152,1.78,0.777,12803445934,11120,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2014,male,5-14 years,0,88814,0.0,0.777,12803445934,11120,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,35-54 years,37,180202,20.53,0.7766011477761837,11692287066,10125,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,25-34 years,16,88362,18.11,0.7766011477761837,11692287066,10125,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,15-24 years,14,96489,14.51,0.7766011477761837,11692287066,10125,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,75+ years,2,15510,12.89,0.7766011477761837,11692287066,10125,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,25-34 years,10,86613,11.55,0.7766011477761837,11692287066,10125,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,55-74 years,9,103727,8.68,0.7766011477761837,11692287066,10125,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,15-24 years,7,94082,7.44,0.7766011477761837,11692287066,10125,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,55-74 years,4,116373,3.44,0.7766011477761837,11692287066,10125,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,35-54 years,5,177447,2.82,0.7766011477761837,11692287066,10125,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,5-14 years,0,83838,0.0,0.7766011477761837,11692287066,10125,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,female,75+ years,0,25820,0.0,0.7766011477761837,11692287066,10125,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2015,male,5-14 years,0,86385,0.0,0.7766011477761837,11692287066,10125,Generation Z,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,male,25-34 years,17,87701,19.38,0.7766011477761837,12232463656,10570,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,male,75+ years,3,15754,19.04,0.7766011477761837,12232463656,10570,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,male,15-24 years,18,96372,18.68,0.7766011477761837,12232463656,10570,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,male,35-54 years,33,180530,18.28,0.7766011477761837,12232463656,10570,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,male,55-74 years,12,107902,11.12,0.7766011477761837,12232463656,10570,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,female,15-24 years,4,94001,4.26,0.7766011477761837,12232463656,10570,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,female,25-34 years,3,85747,3.5,0.7766011477761837,12232463656,10570,Millenials,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,female,35-54 years,6,177524,3.38,0.7766011477761837,12232463656,10570,Generation X,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,female,55-74 years,2,120603,1.66,0.7766011477761837,12232463656,10570,Boomers,MUS,MUS,Africa,Sub-Saharan Africa
Mauritius,2016,female,75+ years,0,26298,0.0,0.7766011477761837,12232463656,10570,Silent,MUS,MUS,Africa,Sub-Saharan Africa
Mexico,1985,male,75+ years,44,432000,10.19,0.634,184472557415,2730,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,male,55-74 years,145,2330000,6.22,0.634,184472557415,2730,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,male,25-34 years,340,5679000,5.99,0.634,184472557415,2730,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,male,35-54 years,327,5836000,5.6,0.634,184472557415,2730,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,male,15-24 years,375,8420000,4.45,0.634,184472557415,2730,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,15-24 years,107,8211000,1.3,0.634,184472557415,2730,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,75+ years,7,563000,1.24,0.634,184472557415,2730,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,25-34 years,61,5661000,1.08,0.634,184472557415,2730,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,35-54 years,55,6100000,0.9,0.634,184472557415,2730,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,55-74 years,15,2651000,0.57,0.634,184472557415,2730,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,male,5-14 years,48,11029000,0.44,0.634,184472557415,2730,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1985,female,5-14 years,20,10654000,0.19,0.634,184472557415,2730,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,75+ years,70,442100,15.83,0.7766011477761837,129440993789,1873,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,55-74 years,176,2383900,7.38,0.7766011477761837,129440993789,1873,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,25-34 years,388,5809900,6.68,0.7766011477761837,129440993789,1873,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,35-54 years,361,5971300,6.05,0.7766011477761837,129440993789,1873,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,15-24 years,408,8614300,4.74,0.7766011477761837,129440993789,1873,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,15-24 years,117,8400500,1.39,0.7766011477761837,129440993789,1873,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,25-34 years,70,5791500,1.21,0.7766011477761837,129440993789,1873,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,35-54 years,51,6239700,0.82,0.7766011477761837,129440993789,1873,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,75+ years,4,576700,0.69,0.7766011477761837,129440993789,1873,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,55-74 years,12,2711700,0.44,0.7766011477761837,129440993789,1873,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,male,5-14 years,42,11282700,0.37,0.7766011477761837,129440993789,1873,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1986,female,5-14 years,15,10899200,0.14,0.7766011477761837,129440993789,1873,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,75+ years,54,456000,11.84,0.7766011477761837,140263387027,2064,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,25-34 years,382,5659000,6.75,0.7766011477761837,140263387027,2064,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,55-74 years,161,2409000,6.68,0.7766011477761837,140263387027,2064,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,35-54 years,378,6187000,6.11,0.7766011477761837,140263387027,2064,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,15-24 years,405,8726000,4.64,0.7766011477761837,140263387027,2064,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,15-24 years,113,8559000,1.32,0.7766011477761837,140263387027,2064,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,25-34 years,64,5728000,1.12,0.7766011477761837,140263387027,2064,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,35-54 years,68,6389000,1.06,0.7766011477761837,140263387027,2064,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,55-74 years,20,2727000,0.73,0.7766011477761837,140263387027,2064,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,75+ years,4,599100,0.67,0.7766011477761837,140263387027,2064,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,male,5-14 years,36,10423000,0.35,0.7766011477761837,140263387027,2064,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1987,female,5-14 years,16,10086000,0.16,0.7766011477761837,140263387027,2064,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,75+ years,60,467000,12.85,0.7766011477761837,183144164357,2630,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,55-74 years,185,2511000,7.37,0.7766011477761837,183144164357,2630,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,25-34 years,361,5878000,6.14,0.7766011477761837,183144164357,2630,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,35-54 years,353,6379000,5.53,0.7766011477761837,183144164357,2630,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,15-24 years,418,9021000,4.63,0.7766011477761837,183144164357,2630,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,15-24 years,118,8850000,1.33,0.7766011477761837,183144164357,2630,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,75+ years,7,614000,1.14,0.7766011477761837,183144164357,2630,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,25-34 years,59,5953000,0.99,0.7766011477761837,183144164357,2630,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,35-54 years,60,6590000,0.91,0.7766011477761837,183144164357,2630,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,55-74 years,21,2844000,0.74,0.7766011477761837,183144164357,2630,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,male,5-14 years,46,10438000,0.44,0.7766011477761837,183144164357,2630,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1988,female,5-14 years,15,10101000,0.15,0.7766011477761837,183144164357,2630,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,male,75+ years,83,476000,17.44,0.7766011477761837,222977046516,3125,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,male,55-74 years,212,2613000,8.11,0.7766011477761837,222977046516,3125,G.I. Generation,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,male,35-54 years,404,6586000,6.13,0.7766011477761837,222977046516,3125,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,male,25-34 years,369,6109000,6.04,0.7766011477761837,222977046516,3125,Boomers,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,male,15-24 years,472,9284000,5.08,0.7766011477761837,222977046516,3125,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,female,35-54 years,79,6807000,1.16,0.7766011477761837,222977046516,3125,Silent,MEX,MEX,Americas,Latin America and the Caribbean
Mexico,1989,female,15-24 years,96,9111000,1.05,0.7766011477761837,222977046516,3125,Generation X,MEX,MEX,Americas,Latin America and the Caribbean
